Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise_DateTime,Sunset_DateTime,Tavg_float,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,YMD
2,2007-06-13 00:00:00,86,68,77,,53,62.0,-12.0,-12.0,0416,1927, ,M,M,0.0,0.0,29.41,30.07,7.0,5,8.6,2007-06-13 04:16:00,2007-06-13 19:27:00,77.0,77,68.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-13 00:00:00
1,2007-06-14 00:00:00,89,64,77,9.0,55,64.0,-11.5,-11.5,0416,1928, ,0,M,0.0,0.0,29.3,30.02,5.6,5,6.8,2007-06-14 04:16:00,2007-06-14 19:28:00,76.5,77,68.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-14 00:00:00
2,2007-06-14 00:00:00,89,68,79,,54,63.0,-13.5,-13.5,0416,1928, ,M,M,0.0,0.0,29.36,30.0,5.9,7,6.4,2007-06-14 04:16:00,2007-06-14 19:28:00,78.5,79,68.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-14 00:00:00
1,2007-06-15 00:00:00,91,63,77,9.0,56,64.0,-12.0,-12.0,0416,1928, ,0,M,0.0,0.0,29.28,29.99,4.1,6,4.9,2007-06-15 04:16:00,2007-06-15 19:28:00,77.0,77,68.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-15 00:00:00
2,2007-06-15 00:00:00,89,67,78,,56,65.0,-13.0,-13.0,0416,1928, ,M,M,0.0,0.0,29.34,29.97,3.8,9,4.1,2007-06-15 04:16:00,2007-06-15 19:28:00,78.0,78,68.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-15 00:00:00
1,2007-06-16 00:00:00,93,66,80,11.0,60,67.0,-14.5,-14.5,0416,1929,RA HZ,0,M,0.0,1e-06,29.26,29.97,4.8,28,5.8,2007-06-16 04:16:00,2007-06-16 19:29:00,79.5,80,69.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,2007-06-16 00:00:00
2,2007-06-16 00:00:00,92,68,80,,61,68.0,-15.0,-15.0,0416,1929,HZ,M,M,0.0,1e-06,29.33,29.96,2.1,22,6.1,2007-06-16 04:16:00,2007-06-16 19:29:00,80.0,80,69.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,2007-06-16 00:00:00
1,2007-06-17 00:00:00,91,70,81,12.0,64,70.0,-15.5,-15.5,0416,1929,HZ,0,M,0.0,0.0,29.23,29.95,2.8,11,6.3,2007-06-17 04:16:00,2007-06-17 19:29:00,80.5,81,69.0,12.0,0,0,0,1,0,0,0,0,0,0,0,0,2007-06-17 00:00:00
2,2007-06-17 00:00:00,91,71,81,,65,70.0,-16.0,-16.0,0416,1929,HZ,M,M,0.0,0.16,29.28,29.93,4.0,11,6.1,2007-06-17 04:16:00,2007-06-17 19:29:00,81.0,81,69.0,12.0,0,0,0,1,0,0,0,0,0,0,0,0,2007-06-17 00:00:00
1,2007-06-18 00:00:00,89,69,79,9.0,65,70.0,-14.0,-14.0,0416,1929,TSRA RA HZ,0,M,0.0,0.28,29.12,29.84,14.0,20,15.1,2007-06-18 04:16:00,2007-06-18 19:29:00,79.0,79,70.0,9.0,1,0,1,1,0,0,0,0,0,0,0,0,2007-06-18 00:00:00
2,2007-06-18 00:00:00,89,73,81,,65,70.0,-16.0,-16.0,0416,1929,TSRA RA HZ,M,M,0.0,0.02,29.19,29.83,12.2,20,12.6,2007-06-18 04:16:00,2007-06-18 19:29:00,81.0,81,70.0,11.0,1,0,1,1,0,0,0,0,0,0,0,0,2007-06-18 00:00:00
1,2007-06-19 00:00:00,80,65,73,3.0,55,63.0,-7.5,-7.5,0416,1930,RA,0,M,0.0,0.58,29.26,29.95,10.7,28,11.4,2007-06-19 04:16:00,2007-06-19 19:30:00,72.5,73,70.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-06-19 00:00:00
2,2007-06-19 00:00:00,81,65,73,,55,63.0,-8.0,-8.0,0416,1930,RA BR,M,M,0.0,0.93,29.31,29.93,10.1,29,11.3,2007-06-19 04:16:00,2007-06-19 19:30:00,73.0,73,70.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-06-19 00:00:00
1,2007-06-20 00:00:00,84,61,73,3.0,52,61.0,-7.5,-7.5,0416,1930, ,0,M,0.0,0.0,29.39,30.1,7.8,27,8.8,2007-06-20 04:16:00,2007-06-20 19:30:00,72.5,73,70.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-20 00:00:00
2,2007-06-20 00:00:00,85,62,74,,50,61.0,-8.5,-8.5,0416,1930, ,M,M,0.0,0.0,29.46,30.09,5.9,28,7.7,2007-06-20 04:16:00,2007-06-20 19:30:00,73.5,74,70.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-20 00:00:00
1,2007-06-21 00:00:00,77,61,69,-1.0,51,60.0,-4.0,-4.0,0416,1930,RA,0,M,0.0,0.01,29.36,30.08,3.5,3,10.7,2007-06-21 04:16:00,2007-06-21 19:30:00,69.0,69,70.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-06-21 00:00:00
2,2007-06-21 00:00:00,80,66,73,,51,61.0,-8.0,-8.0,0416,1930,RA,M,M,0.0,1e-06,29.41,30.06,3.7,2,9.6,2007-06-21 04:16:00,2007-06-21 19:30:00,73.0,73,70.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-06-21 00:00:00
1,2007-06-22 00:00:00,76,61,69,-1.0,50,58.0,-3.5,-3.5,0417,1931,RA,0,M,0.0,1e-06,29.33,30.06,7.8,6,8.7,2007-06-22 04:17:00,2007-06-22 19:31:00,68.5,69,70.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-06-22 00:00:00
2,2007-06-22 00:00:00,75,62,69,,49,58.0,-3.5,-3.5,0417,1931,RA,M,M,0.0,1e-06,29.39,30.05,6.5,7,8.1,2007-06-22 04:17:00,2007-06-22 19:31:00,68.5,69,70.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-06-22 00:00:00
1,2007-06-23 00:00:00,67,62,65,-5.0,58,61.0,0.0,0.0,0417,1931,RA BR,0,M,0.0,0.05,29.23,29.96,7.6,12,9.0,2007-06-23 04:17:00,2007-06-23 19:31:00,64.5,65,70.0,-5.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-06-23 00:00:00
2,2007-06-23 00:00:00,68,61,65,,60,62.0,0.0,0.0,0417,1931,RA BR,M,M,0.0,0.34,29.28,29.95,7.3,11,8.1,2007-06-23 04:17:00,2007-06-23 19:31:00,64.5,65,70.0,-5.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-06-23 00:00:00
1,2007-06-24 00:00:00,77,63,70,-1.0,62,65.0,-5.0,-5.0,0417,1931,BR HZ,0,M,0.0,0.0,29.26,29.97,7.0,9,8.0,2007-06-24 04:17:00,2007-06-24 19:31:00,70.0,70,71.0,-1.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-06-24 00:00:00
2,2007-06-24 00:00:00,75,65,70,,62,65.0,-5.0,-5.0,0417,1931,BR HZ,M,M,0.0,0.0,29.33,29.96,5.6,10,6.0,2007-06-24 04:17:00,2007-06-24 19:31:00,70.0,70,71.0,-1.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-06-24 00:00:00
1,2007-06-25 00:00:00,89,65,77,6.0,66,70.0,-12.0,-12.0,0417,1931,BR HZ,0,M,0.0,0.0,29.38,30.07,3.9,14,6.8,2007-06-25 04:17:00,2007-06-25 19:31:00,77.0,77,71.0,6.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-06-25 00:00:00
2,2007-06-25 00:00:00,86,67,77,,67,70.0,-11.5,-11.5,0417,1931,BR HZ,M,M,0.0,0.0,29.44,30.06,4.0,12,5.9,2007-06-25 04:17:00,2007-06-25 19:31:00,76.5,77,71.0,6.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-06-25 00:00:00
1,2007-06-26 00:00:00,92,70,81,10.0,69,72.0,-16.0,-16.0,0418,1931,TSRA BR HZ VCTS,0,M,0.0,0.16,29.39,30.11,6.1,22,7.1,2007-06-26 04:18:00,2007-06-26 19:31:00,81.0,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,2007-06-26 00:00:00
2,2007-06-26 00:00:00,91,73,82,,69,72.0,-17.0,-17.0,0418,1931,BR HZ,M,M,0.0,1e-06,29.45,30.09,7.3,21,8.1,2007-06-26 04:18:00,2007-06-26 19:31:00,82.0,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-06-26 00:00:00
1,2007-06-27 00:00:00,91,71,81,10.0,70,72.0,-16.0,-16.0,0418,1931,TSRA,0,M,0.0,0.15,29.29,30.02,7.5,24,8.8,2007-06-27 04:18:00,2007-06-27 19:31:00,81.0,81,71.0,10.0,1,0,1,0,0,0,0,0,0,0,0,0,2007-06-27 00:00:00
2,2007-06-27 00:00:00,89,71,80,,69,72.0,-15.0,-15.0,0418,1931,TSRA RA BR,M,M,0.0,0.35,29.36,30.0,7.9,24,8.5,2007-06-27 04:18:00,2007-06-27 19:31:00,80.0,80,71.0,9.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-06-27 00:00:00
1,2007-06-28 00:00:00,74,58,66,-5.0,55,60.0,-1.0,-1.0,0419,1931, ,0,M,0.0,0.0,29.41,30.09,11.9,3,12.5,2007-06-28 04:19:00,2007-06-28 19:31:00,66.0,66,71.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-28 00:00:00
2,2007-06-28 00:00:00,73,61,67,,56,61.0,-2.0,-2.0,0419,1931, ,M,M,0.0,0.0,29.43,30.07,12.2,2,13.3,2007-06-28 04:19:00,2007-06-28 19:31:00,67.0,67,71.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-28 00:00:00
1,2007-06-29 00:00:00,70,56,63,-8.0,55,59.0,0.0,0.0,0419,1931, ,0,M,0.0,0.0,29.41,30.13,7.6,2,8.3,2007-06-29 04:19:00,2007-06-29 19:31:00,63.0,63,71.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-29 00:00:00
2,2007-06-29 00:00:00,71,56,64,,56,60.0,0.0,0.0,0419,1931, ,M,M,0.0,0.0,29.47,30.11,7.4,2,8.2,2007-06-29 04:19:00,2007-06-29 19:31:00,63.5,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-29 00:00:00
1,2007-06-30 00:00:00,79,54,67,-5.0,46,56.0,-1.5,-1.5,0419,1931, ,0,M,0.0,0.0,29.41,30.13,4.9,3,5.8,2007-06-30 04:19:00,2007-06-30 19:31:00,66.5,67,72.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-30 00:00:00
2,2007-06-30 00:00:00,77,58,68,,49,58.0,-2.5,-2.5,0419,1931, ,M,M,0.0,0.0,29.46,30.11,5.1,4,6.2,2007-06-30 04:19:00,2007-06-30 19:31:00,67.5,68,72.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-30 00:00:00
1,2007-07-01 00:00:00,75,54,65,-7.0,52,58.0,0.0,0.0,0420,1931, ,0,M,0.0,0.0,29.51,30.23,8.6,4,8.6,2007-07-01 04:20:00,2007-07-01 19:31:00,64.5,65,72.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-01 00:00:00
2,2007-07-01 00:00:00,76,61,69,,51,59.0,-3.5,-3.5,0420,1931, ,M,M,0.0,0.0,29.56,30.21,9.5,4,9.7,2007-07-01 04:20:00,2007-07-01 19:31:00,68.5,69,72.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-01 00:00:00
1,2007-07-02 00:00:00,79,53,66,-6.0,50,58.0,-1.0,-1.0,0420,1931, ,0,M,0.0,0.0,29.49,30.22,5.9,14,8.1,2007-07-02 04:20:00,2007-07-02 19:31:00,66.0,66,72.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-02 00:00:00
2,2007-07-02 00:00:00,77,58,68,,50,59.0,-2.5,-2.5,0420,1931, ,M,M,0.0,0.0,29.55,30.21,7.4,12,8.5,2007-07-02 04:20:00,2007-07-02 19:31:00,67.5,68,72.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-02 00:00:00
1,2007-07-03 00:00:00,83,60,72,0.0,57,63.0,-6.5,-6.5,0421,1931,TSRA RA BR,0,M,0.0,0.4,29.31,30.06,6.7,21,7.3,2007-07-03 04:21:00,2007-07-03 19:31:00,71.5,72,72.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-07-03 00:00:00
2,2007-07-03 00:00:00,83,63,73,,56,63.0,-8.0,-8.0,0421,1931,TSRA RA,M,M,0.0,0.09,29.38,30.05,6.4,21,7.4,2007-07-03 04:21:00,2007-07-03 19:31:00,73.0,73,72.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,2007-07-03 00:00:00
1,2007-07-04 00:00:00,86,67,77,5.0,65,69.0,-11.5,-11.5,0422,1930,TSRA BR HZ FU,0,M,0.0,0.16,29.18,29.9,4.6,27,8.2,2007-07-04 04:22:00,2007-07-04 19:30:00,76.5,77,72.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,2007-07-04 00:00:00
2,2007-07-04 00:00:00,84,67,76,,65,69.0,-10.5,-10.5,0422,1930,TSRA RA HZ FU,M,M,0.0,0.66,29.23,29.88,3.1,25,8.8,2007-07-04 04:22:00,2007-07-04 19:30:00,75.5,76,72.0,4.0,1,0,1,1,0,0,0,1,0,0,0,0,2007-07-04 00:00:00
1,2007-07-05 00:00:00,89,71,80,8.0,60,67.0,-15.0,-15.0,0422,1930,BR HZ FU,0,M,0.0,0.0,29.24,29.94,6.4,31,8.1,2007-07-05 04:22:00,2007-07-05 19:30:00,80.0,80,72.0,8.0,0,1,0,1,0,0,0,1,0,0,0,0,2007-07-05 00:00:00
2,2007-07-05 00:00:00,88,70,79,,60,67.0,-14.0,-14.0,0422,1930,BR,M,M,0.0,0.0,29.29,29.92,4.3,33,6.9,2007-07-05 04:22:00,2007-07-05 19:30:00,79.0,79,72.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,2007-07-05 00:00:00
1,2007-07-06 00:00:00,86,66,76,4.0,57,64.0,-11.0,-11.0,0423,1930, ,0,M,0.0,0.0,29.32,30.03,3.2,5,5.5,2007-07-06 04:23:00,2007-07-06 19:30:00,76.0,76,72.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-06 00:00:00
2,2007-07-06 00:00:00,84,68,76,,57,65.0,-11.0,-11.0,0423,1930, ,M,M,0.0,0.0,29.38,30.01,3.3,7,5.5,2007-07-06 04:23:00,2007-07-06 19:30:00,76.0,76,72.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-06 00:00:00
1,2007-07-07 00:00:00,90,64,77,5.0,63,69.0,-12.0,-12.0,0423,1930, ,0,M,0.0,0.0,29.18,29.91,8.4,22,8.6,2007-07-07 04:23:00,2007-07-07 19:30:00,77.0,77,72.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-07 00:00:00
2,2007-07-07 00:00:00,88,68,78,,62,68.0,-13.0,-13.0,0423,1930, ,M,M,0.0,0.0,29.24,29.9,7.4,23,8.1,2007-07-07 04:23:00,2007-07-07 19:30:00,78.0,78,72.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-07 00:00:00
1,2007-07-08 00:00:00,94,75,85,12.0,67,72.0,-19.5,-19.5,0424,1929, ,0,M,0.0,0.0,29.05,29.77,12.9,24,13.1,2007-07-08 04:24:00,2007-07-08 19:29:00,84.5,85,73.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-08 00:00:00
2,2007-07-08 00:00:00,93,75,84,,67,72.0,-19.0,-19.0,0424,1929, ,M,M,0.0,0.0,29.12,29.76,12.6,23,12.7,2007-07-08 04:24:00,2007-07-08 19:29:00,84.0,84,73.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-08 00:00:00
1,2007-07-09 00:00:00,94,70,82,9.0,66,70.0,-17.0,-17.0,0425,1929,TSRA RA VCTS,0,M,0.0,0.3,29.11,29.8,4.9,24,8.8,2007-07-09 04:25:00,2007-07-09 19:29:00,82.0,82,73.0,9.0,1,0,1,0,0,0,0,0,0,1,0,0,2007-07-09 00:00:00
2,2007-07-09 00:00:00,93,72,83,,67,71.0,-17.5,-17.5,0425,1929,RA,M,M,0.0,0.24,29.16,29.79,4.8,23,8.8,2007-07-09 04:25:00,2007-07-09 19:29:00,82.5,83,73.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-07-09 00:00:00
1,2007-07-10 00:00:00,89,69,79,6.0,67,70.0,-14.0,-14.0,0425,1929,HZ VCTS,0,M,0.0,0.43,29.06,29.77,8.6,23,10.5,2007-07-10 04:25:00,2007-07-10 19:29:00,79.0,79,73.0,6.0,0,0,1,1,0,0,0,0,0,1,0,0,2007-07-10 00:00:00
2,2007-07-10 00:00:00,89,70,80,,67,71.0,-14.5,-14.5,0425,1929,TSRA HZ,M,M,0.0,0.08,29.13,29.76,8.2,23,10.2,2007-07-10 04:25:00,2007-07-10 19:29:00,79.5,80,73.0,7.0,1,0,1,1,0,0,0,0,0,0,0,0,2007-07-10 00:00:00
1,2007-07-11 00:00:00,77,62,70,-3.0,51,59.0,-4.5,-4.5,0426,1928, ,0,M,0.0,0.0,29.23,29.93,8.8,30,10.9,2007-07-11 04:26:00,2007-07-11 19:28:00,69.5,70,73.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-11 00:00:00
2,2007-07-11 00:00:00,77,63,70,,51,59.0,-5.0,-5.0,0426,1928, ,M,M,0.0,0.0,29.28,29.92,9.1,30,11.2,2007-07-11 04:26:00,2007-07-11 19:28:00,70.0,70,73.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-11 00:00:00
1,2007-07-12 00:00:00,80,61,71,-2.0,51,59.0,-5.5,-5.5,0427,1928, ,0,M,0.0,0.0,29.22,29.93,9.4,29,11.1,2007-07-12 04:27:00,2007-07-12 19:28:00,70.5,71,73.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-12 00:00:00
2,2007-07-12 00:00:00,80,60,70,,51,60.0,-5.0,-5.0,0427,1928,VCTS,M,M,0.0,0.0,29.28,29.92,10.0,28,11.4,2007-07-12 04:27:00,2007-07-12 19:28:00,70.0,70,73.0,-3.0,0,0,1,0,0,0,0,0,0,1,0,0,2007-07-12 00:00:00
1,2007-07-13 00:00:00,78,58,68,-5.0,52,58.0,-3.0,-3.0,0428,1927, ,0,M,0.0,0.0,29.26,29.98,1.4,1,5.3,2007-07-13 04:28:00,2007-07-13 19:27:00,68.0,68,73.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-13 00:00:00
2,2007-07-13 00:00:00,74,59,67,,53,59.0,-1.5,-1.5,0428,1927, ,M,M,0.0,0.0,29.33,29.98,2.0,7,5.8,2007-07-13 04:28:00,2007-07-13 19:27:00,66.5,67,73.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-13 00:00:00
1,2007-07-14 00:00:00,84,61,73,0.0,55,62.0,-7.5,-7.5,0428,1927, ,0,M,0.0,0.0,29.08,29.79,8.3,26,13.2,2007-07-14 04:28:00,2007-07-14 19:27:00,72.5,73,73.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-14 00:00:00
2,2007-07-14 00:00:00,85,62,74,,55,62.0,-8.5,-8.5,0428,1927, ,M,M,0.0,0.0,29.14,29.79,8.4,25,13.9,2007-07-14 04:28:00,2007-07-14 19:27:00,73.5,74,73.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-14 00:00:00
1,2007-07-15 00:00:00,82,60,71,-3.0,53,61.0,-6.0,-6.0,0429,1926, ,0,M,0.0,0.0,29.19,29.89,2.1,29,4.9,2007-07-15 04:29:00,2007-07-15 19:26:00,71.0,71,74.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-15 00:00:00
2,2007-07-15 00:00:00,80,64,72,,52,61.0,-7.0,-7.0,0429,1926, ,M,M,0.0,0.0,29.25,29.88,1.2,9,6.5,2007-07-15 04:29:00,2007-07-15 19:26:00,72.0,72,74.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-15 00:00:00
1,2007-07-16 00:00:00,82,65,74,0.0,60,65.0,-8.5,-8.5,0430,1925,RA BR,0,M,0.0,0.39,29.25,29.96,4.4,24,5.2,2007-07-16 04:30:00,2007-07-16 19:25:00,73.5,74,74.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-07-16 00:00:00
2,2007-07-16 00:00:00,82,66,74,,60,65.0,-9.0,-9.0,0430,1925,TSRA RA,M,M,0.0,0.07,29.31,29.94,5.6,23,6.6,2007-07-16 04:30:00,2007-07-16 19:25:00,74.0,74,74.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,2007-07-16 00:00:00
1,2007-07-17 00:00:00,83,68,76,2.0,66,69.0,-10.5,-10.5,0431,1925,RA BR VCTS,0,M,0.0,0.11,29.18,29.9,5.2,23,6.5,2007-07-17 04:31:00,2007-07-17 19:25:00,75.5,76,74.0,2.0,1,1,1,0,0,0,0,0,0,1,0,0,2007-07-17 00:00:00
2,2007-07-17 00:00:00,83,69,76,,65,69.0,-11.0,-11.0,0431,1925,RA BR,M,M,0.0,0.11,29.24,29.89,6.3,23,7.4,2007-07-17 04:31:00,2007-07-17 19:25:00,76.0,76,74.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-07-17 00:00:00
1,2007-07-18 00:00:00,85,69,77,3.0,68,71.0,-12.0,-12.0,0432,1924,TSRA RA BR VCTS,0,M,0.0,1.55,29.11,29.84,9.1,24,10.1,2007-07-18 04:32:00,2007-07-18 19:24:00,77.0,77,74.0,3.0,1,1,1,0,0,0,0,0,0,1,0,0,2007-07-18 00:00:00
2,2007-07-18 00:00:00,85,69,77,,69,71.0,-12.0,-12.0,0432,1924,TS TSRA RA BR HZ VCTS,M,M,0.0,0.92,29.18,29.83,10.3,24,10.6,2007-07-18 04:32:00,2007-07-18 19:24:00,77.0,77,74.0,3.0,1,1,1,1,0,0,0,0,0,1,0,0,2007-07-18 00:00:00
1,2007-07-19 00:00:00,83,63,73,-1.0,63,66.0,-8.0,-8.0,0433,1923,DZ BR,0,M,0.0,0.16,29.21,29.9,7.0,1,11.9,2007-07-19 04:33:00,2007-07-19 19:23:00,73.0,73,74.0,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,2007-07-19 00:00:00
2,2007-07-19 00:00:00,82,63,73,,62,66.0,-7.5,-7.5,0433,1923,BR HZ,M,M,0.0,0.01,29.26,29.88,7.7,36,14.4,2007-07-19 04:33:00,2007-07-19 19:23:00,72.5,73,74.0,-1.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-07-19 00:00:00
1,2007-07-20 00:00:00,75,58,67,-7.0,53,59.0,-1.5,-1.5,0433,1923, ,0,M,0.0,0.0,29.44,30.14,8.6,3,9.1,2007-07-20 04:33:00,2007-07-20 19:23:00,66.5,67,74.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-20 00:00:00
2,2007-07-20 00:00:00,74,62,68,,52,59.0,-3.0,-3.0,0433,1923, ,M,M,0.0,0.0,29.49,30.12,11.3,4,11.5,2007-07-20 04:33:00,2007-07-20 19:23:00,68.0,68,74.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-20 00:00:00
1,2007-07-21 00:00:00,74,58,66,-8.0,52,58.0,-1.0,-1.0,0434,1922, ,0,M,0.0,0.0,29.51,30.22,6.5,3,7.4,2007-07-21 04:34:00,2007-07-21 19:22:00,66.0,66,74.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-21 00:00:00
2,2007-07-21 00:00:00,75,58,67,,52,59.0,-1.5,-1.5,0434,1922, ,M,M,0.0,0.0,29.57,30.21,5.8,4,7.4,2007-07-21 04:34:00,2007-07-21 19:22:00,66.5,67,74.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-21 00:00:00
1,2007-07-22 00:00:00,81,58,70,-4.0,55,61.0,-4.5,-4.5,0435,1921, ,0,M,0.0,0.0,29.49,30.21,1.7,16,3.3,2007-07-22 04:35:00,2007-07-22 19:21:00,69.5,70,74.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-22 00:00:00
2,2007-07-22 00:00:00,81,61,71,,54,61.0,-6.0,-6.0,0435,1921, ,M,M,0.0,0.0,29.54,30.2,1.9,18,3.5,2007-07-22 04:35:00,2007-07-22 19:21:00,71.0,71,74.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-22 00:00:00
1,2007-07-23 00:00:00,83,60,72,-2.0,55,63.0,-6.5,-6.5,0436,1920, ,0,M,0.0,0.0,29.37,30.1,3.2,9,4.0,2007-07-23 04:36:00,2007-07-23 19:20:00,71.5,72,74.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-23 00:00:00
2,2007-07-23 00:00:00,82,63,73,,55,63.0,-7.5,-7.5,0436,1920, ,M,M,0.0,0.0,29.42,30.09,2.9,12,3.9,2007-07-23 04:36:00,2007-07-23 19:20:00,72.5,73,74.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-23 00:00:00
1,2007-07-24 00:00:00,82,65,74,0.0,58,64.0,-8.5,-8.5,0437,1919, ,0,M,0.0,0.0,29.32,30.04,3.1,20,5.2,2007-07-24 04:37:00,2007-07-24 19:19:00,73.5,74,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-24 00:00:00
2,2007-07-24 00:00:00,82,65,74,,57,64.0,-8.5,-8.5,0437,1919, ,M,M,0.0,1e-06,29.38,30.03,1.1,21,4.9,2007-07-24 04:37:00,2007-07-24 19:19:00,73.5,74,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-24 00:00:00
1,2007-07-25 00:00:00,85,71,78,4.0,61,67.0,-13.0,-13.0,0438,1918, ,0,M,0.0,1e-06,29.29,30.0,5.8,25,6.6,2007-07-25 04:38:00,2007-07-25 19:18:00,78.0,78,74.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-25 00:00:00
2,2007-07-25 00:00:00,83,70,77,,60,66.0,-11.5,-11.5,0438,1918, ,M,M,0.0,0.0,29.35,29.99,6.4,23,7.0,2007-07-25 04:38:00,2007-07-25 19:18:00,76.5,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-25 00:00:00
1,2007-07-26 00:00:00,83,66,75,1.0,65,68.0,-9.5,-9.5,0439,1918,TS TSRA RA BR HZ,0,M,0.0,0.19,29.19,29.92,7.2,22,9.4,2007-07-26 04:39:00,2007-07-26 19:18:00,74.5,75,74.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-07-26 00:00:00
2,2007-07-26 00:00:00,84,64,74,,65,68.0,-9.0,-9.0,0439,1918,TS TSRA BR HZ,M,M,0.0,0.89,29.25,29.91,7.2,22,9.9,2007-07-26 04:39:00,2007-07-26 19:18:00,74.0,74,74.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-07-26 00:00:00
