Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,YMD
1,82,65,58,64.0,0437,1919,0.0,29.32,30.04,3.1,20,5.2,74,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-24
2,82,65,57,64.0,0437,1919,1e-06,29.38,30.03,1.1,21,4.9,74,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-24
1,85,71,61,67.0,0438,1918,1e-06,29.29,30.0,5.8,25,6.6,78,74.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-25
2,83,70,60,66.0,0438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-25
1,83,66,65,68.0,0439,1918,0.19,29.19,29.92,7.2,22,9.4,75,74.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-07-26
2,84,64,65,68.0,0439,1918,0.89,29.25,29.91,7.2,22,9.9,74,74.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-07-26
1,83,70,68,70.0,0440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,2007-07-27
2,83,70,67,70.0,0440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,2007-07-27
1,80,66,65,68.0,0441,1916,0.0,29.23,29.93,10.0,3,10.2,73,74.0,-1.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-07-28
2,80,70,65,68.0,0441,1916,0.0,29.28,29.91,10.6,3,10.7,75,74.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-07-28
1,85,63,57,64.0,0442,1915,0.0,29.28,29.99,4.8,5,5.7,74,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-29
2,85,67,56,64.0,0442,1915,0.0,29.34,29.97,6.3,5,6.9,76,74.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-29
1,89,62,55,64.0,0443,1914,0.0,29.33,30.03,3.8,6,4.3,76,74.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-30
2,86,65,57,65.0,0443,1914,0.0,29.39,30.01,3.1,6,4.6,76,74.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-30
1,91,68,61,68.0,0444,1913,0.0,29.33,30.04,3.3,4,4.9,80,74.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-31
2,89,69,60,68.0,0444,1913,0.0,29.39,30.02,4.0,7,5.0,79,74.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-31
1,92,69,62,69.0,0445,1911,0.0,29.29,30.0,3.5,9,4.1,81,73.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,2007-08-01
2,91,69,63,70.0,0445,1911,0.0,29.34,29.98,2.1,13,3.7,80,73.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-01
1,91,70,66,71.0,0446,1910,0.0,29.26,29.97,5.5,26,5.9,81,73.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,2007-08-02
2,91,73,66,72.0,0446,1910,0.0,29.31,29.95,6.5,23,7.2,82,73.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-02
1,90,69,56,66.0,0447,1909,0.0,29.31,30.02,2.7,3,5.7,80,73.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-03
2,88,73,58,67.0,0447,1909,0.0,29.36,30.0,3.3,6,5.8,81,73.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-03
1,81,64,58,64.0,0448,1908,0.03,29.31,30.03,5.7,8,6.1,73,73.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-08-04
2,81,68,58,65.0,0448,1908,0.02,29.36,30.01,5.9,9,6.6,75,73.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-08-04
1,88,67,71,73.0,0449,1907,1.43,29.08,29.81,5.4,21,9.6,78,73.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-08-05
2,88,68,71,72.0,0449,1907,0.97,29.15,29.79,7.0,22,10.2,78,73.0,5.0,1,1,1,0,0,0,0,0,0,1,0,0,2007-08-05
1,88,74,72,74.0,0450,1906,0.26,29.13,29.83,1.6,10,4.9,81,73.0,8.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-08-06
2,85,75,72,74.0,0450,1906,0.05,29.17,29.81,2.6,10,4.6,80,73.0,7.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-08-06
1,91,72,73,76.0,0451,1904,1.31,29.06,29.76,6.2,25,9.0,82,73.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-08-07
2,92,73,73,76.0,0451,1904,0.06,29.11,29.74,6.3,24,8.8,83,73.0,10.0,0,0,1,0,0,0,0,0,0,1,0,0,2007-08-07
1,87,73,71,73.0,0452,1903,0.06,29.13,29.83,3.0,3,6.9,80,73.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-08
2,87,74,72,74.0,0452,1903,0.09,29.18,29.81,1.5,4,6.4,81,73.0,8.0,1,1,1,1,0,0,0,0,1,0,0,0,2007-08-08
1,84,72,71,73.0,0453,1902,0.05,29.13,29.84,2.5,29,6.0,78,73.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,2007-08-09
2,85,73,71,73.0,0453,1902,0.46,29.19,29.82,3.1,27,6.3,79,73.0,6.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-08-09
1,86,70,68,72.0,0454,1900,0.0,29.26,29.96,4.5,2,5.9,78,73.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,2007-08-10
2,86,73,69,72.0,0454,1900,0.0,29.32,29.94,3.0,6,5.4,80,73.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-10
1,89,67,65,70.0,0455,1859,0.0,29.31,30.02,3.2,19,3.9,78,73.0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-08-11
2,88,68,65,70.0,0455,1859,0.0,29.38,30.0,3.1,20,3.9,78,73.0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-08-11
1,88,67,67,71.0,0456,1858,0.29,29.34,30.06,1.7,6,5.4,78,73.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,2007-08-12
2,87,68,67,70.0,0456,1858,0.23,29.4,30.04,1.9,6,6.6,78,73.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,2007-08-12
1,81,65,57,64.0,0457,1856,0.0,29.39,30.11,6.2,6,6.9,73,73.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,2007-08-13
2,80,69,54,63.0,0457,1856,0.0,29.44,30.08,6.9,8,7.7,75,73.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-13
1,84,65,67,70.0,0458,1855,0.41,29.23,29.93,5.9,25,8.0,75,72.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-14
2,84,65,66,69.0,0458,1855,0.45,29.29,29.92,6.4,23,9.0,75,72.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-14
1,80,71,67,70.0,0459,1854,0.23,29.17,29.89,3.4,7,5.8,76,72.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-15
2,81,72,69,71.0,0459,1854,0.83,29.23,29.87,4.9,6,7.1,77,72.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-15
1,77,65,64,67.0,0500,1852,0.0,29.28,29.97,3.6,1,5.7,71,72.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,2007-08-16
2,77,67,65,68.0,0500,1852,0.0,29.33,29.95,3.5,1,5.7,72,72.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,2007-08-16
1,79,60,54,61.0,0501,1851,0.0,29.41,30.1,5.9,32,6.8,70,72.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-17
2,80,65,54,62.0,0501,1851,0.0,29.46,30.08,6.1,31,7.4,73,72.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-17
1,68,59,54,58.0,0502,1849,0.09,29.44,30.16,6.4,12,8.1,64,72.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-08-18
2,69,60,54,58.0,0502,1849,0.42,29.48,30.15,6.1,13,7.0,65,72.0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-08-18
1,68,62,62,64.0,0503,1848,1.33,29.24,29.99,6.0,10,7.4,65,71.0,-6.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-19
2,69,62,63,64.0,0503,1848,1.33,29.3,29.98,5.5,10,7.5,66,71.0,-5.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-19
1,78,68,68,69.0,0504,1846,0.91,29.15,29.87,0.5,12,5.7,73,71.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-20
2,76,68,69,70.0,0504,1846,0.48,29.21,29.85,2.4,20,5.9,72,71.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-08-20
1,87,69,70,72.0,0505,1845,1e-06,29.21,29.91,3.8,18,6.0,78,71.0,7.0,0,1,0,1,0,0,0,0,0,0,0,0,2007-08-21
2,85,69,70,72.0,0505,1845,0.01,29.26,29.89,3.5,17,6.0,77,71.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,2007-08-21
1,90,69,71,73.0,0506,1843,0.37,29.23,29.94,5.3,21,9.5,80,71.0,9.0,1,0,1,0,0,0,0,0,0,0,0,0,2007-08-22
2,90,70,70,73.0,0506,1843,0.88,29.29,29.93,5.1,21,8.4,80,71.0,9.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-22
1,87,69,69,71.0,0508,1842,2.35,29.15,29.87,9.6,21,11.7,78,71.0,7.0,1,1,1,0,0,0,0,0,0,1,0,0,2007-08-23
2,89,70,69,71.0,0508,1842,1.96,29.21,29.86,6.7,21,9.1,80,71.0,9.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-23
1,80,69,67,69.0,0509,1840,0.24,29.11,29.82,5.8,25,7.1,75,71.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,2007-08-24
2,81,69,67,69.0,0509,1840,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-24
1,79,64,63,66.0,0510,1839,0.34,29.23,29.93,3.0,36,5.6,72,70.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-08-25
2,76,65,63,66.0,0510,1839,0.25,29.29,29.91,2.4,3,6.4,71,70.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-08-25
1,79,60,55,61.0,0511,1837,0.0,29.38,30.08,3.6,11,5.4,70,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-26
2,78,61,55,62.0,0511,1837,0.0,29.44,30.07,3.7,11,4.6,70,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-26
1,79,60,60,64.0,0512,1835,0.0,29.36,30.07,6.5,17,7.4,70,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-27
2,79,63,59,64.0,0512,1835,0.0,29.41,30.06,6.4,16,7.3,71,70.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-27
1,91,67,66,70.0,0513,1834,0.0,29.28,29.99,9.0,20,9.5,79,70.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-28
2,90,69,65,70.0,0513,1834,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-28
1,85,68,65,69.0,0514,1832,1e-06,29.34,30.04,5.6,3,8.2,77,70.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-29
2,86,69,64,69.0,0514,1832,1e-06,29.39,30.02,5.3,3,8.8,78,70.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-29
1,75,57,54,60.0,0515,1831,0.0,29.47,30.18,9.1,2,9.9,66,70.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-30
2,75,60,54,61.0,0515,1831,0.0,29.51,30.15,10.8,3,10.9,68,70.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-30
1,77,57,52,59.0,0516,1829,0.0,29.47,30.19,3.9,4,5.2,67,69.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-31
2,76,57,54,60.0,0516,1829,0.0,29.52,30.17,3.0,6,4.6,67,69.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-31
1,81,57,55,61.0,0517,1827,0.0,29.49,30.22,4.2,11,5.0,69,68.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-01
2,79,60,56,62.0,0517,1827,0.0,29.54,30.2,4.4,11,4.4,70,68.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-01
1,85,61,57,63.0,0518,1826,0.0,29.41,30.15,4.2,21,5.0,73,68.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-02
2,84,62,56,63.0,0518,1826,0.0,29.47,30.13,4.8,21,6.0,73,68.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-02
1,88,66,61,67.0,0519,1824,0.0,29.36,30.09,2.0,27,5.8,77,68.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-03
2,88,64,61,67.0,0519,1824,0.0,29.42,30.07,3.0,25,6.2,76,68.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-03
1,89,63,60,66.0,0520,1822,0.0,29.28,30.0,2.8,22,4.3,76,68.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-04
2,90,67,59,67.0,0520,1822,0.0,29.34,29.99,2.2,24,5.0,79,68.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-04
1,90,66,63,69.0,0521,1821,1e-06,29.24,29.96,6.4,19,6.5,78,67.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-09-05
2,91,72,62,69.0,0521,1821,0.0,29.31,29.94,6.4,19,6.7,82,67.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-05
1,82,73,67,70.0,0522,1819,0.18,29.21,29.92,11.9,20,12.1,78,67.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,2007-09-06
2,84,74,66,70.0,0522,1819,0.08,29.27,29.91,12.8,20,13.0,79,67.0,12.0,1,0,1,1,0,0,0,0,0,0,0,0,2007-09-06
1,84,70,68,70.0,0523,1817,0.19,29.15,29.85,10.4,23,13.9,77,67.0,10.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-09-07
2,84,71,67,70.0,0523,1817,0.67,29.21,29.84,9.5,23,13.0,78,67.0,11.0,1,1,1,1,0,0,0,0,0,0,0,0,2007-09-07
1,78,64,57,63.0,0524,1815,0.0,29.3,30.0,6.0,5,7.2,71,66.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-08
2,78,68,58,64.0,0524,1815,0.0,29.34,29.98,8.4,5,9.4,73,66.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-08
1,80,63,59,63.0,0525,1814,0.0,29.36,30.06,9.2,3,9.9,72,66.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-09
2,79,63,59,64.0,0525,1814,0.0,29.41,30.03,10.1,3,10.9,71,66.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-09
1,74,54,58,60.0,0526,1812,0.36,29.3,30.04,7.2,2,9.0,64,66.0,-2.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-09-10
2,73,55,59,62.0,0526,1812,0.25,29.34,30.01,7.4,3,9.7,64,66.0,-2.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-09-10
1,71,50,44,52.0,0527,1810,1e-06,29.2,29.92,11.7,29,13.5,61,65.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-11
2,71,51,44,52.0,0527,1810,1e-06,29.26,29.91,12.1,29,13.7,61,65.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-11
1,67,46,42,49.0,0528,1809,0.0,29.4,30.12,1.8,3,5.6,57,65.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-12
2,66,46,43,50.0,0528,1809,0.0,29.46,30.11,1.9,5,6.0,56,65.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-12
1,78,50,45,54.0,0529,1807,0.0,29.23,29.99,8.3,19,8.5,64,65.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-13
2,79,53,43,54.0,0529,1807,0.0,29.3,29.98,7.1,20,7.7,66,65.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-13
1,66,45,39,48.0,0530,1805,0.0,29.36,30.05,12.1,32,13.4,56,64.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-14
2,67,47,40,49.0,0530,1805,0.0,29.41,30.04,11.7,32,13.0,57,64.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-14
1,61,39,33,43.0,0531,1803,0.0,29.56,30.28,1.4,33,5.9,50,64.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-15
2,62,42,35,45.0,0531,1803,0.0,29.62,30.28,1.1,35,6.6,52,64.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-15
1,71,44,40,49.0,0532,1800,0.0,29.46,30.19,6.8,18,7.4,58,64.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-16
2,72,49,38,50.0,0532,1800,0.0,29.52,30.2,7.7,18,8.2,61,64.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-16
1,80,52,49,57.0,0533,1758,0.0,29.39,30.12,11.7,17,12.1,66,64.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-17
2,80,55,48,57.0,0533,1758,0.0,29.46,30.12,10.6,17,11.0,68,64.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-17
1,88,63,58,65.0,0535,1756,0.0,29.34,30.06,12.9,19,13.1,76,64.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-18
2,89,66,57,65.0,0535,1756,0.0,29.41,30.05,12.5,19,12.8,78,64.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-18
1,84,65,59,65.0,0536,1755,0.0,29.41,30.11,5.0,26,9.7,75,63.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-19
2,84,68,59,65.0,0536,1755,0.0,29.47,30.09,3.5,25,9.0,76,63.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-19
1,78,60,59,63.0,0537,1753,0.0,29.39,30.12,5.3,7,6.6,69,62.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-20
2,76,63,59,64.0,0537,1753,0.0,29.44,30.1,5.6,8,6.1,70,62.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-20
1,88,64,59,66.0,0538,1751,0.0,29.18,29.9,10.3,21,12.4,76,62.0,14.0,0,0,0,1,0,0,0,0,0,0,0,0,2007-09-21
2,90,68,59,66.0,0538,1751,0.0,29.23,29.89,9.8,22,11.5,79,62.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,2007-09-21
1,74,51,43,53.0,0539,1749,0.0,29.42,30.12,2.6,3,6.8,63,62.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-22
2,72,58,45,55.0,0539,1749,0.0,29.48,30.1,4.3,1,7.7,65,62.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-22
1,84,50,50,58.0,0540,1748,0.0,29.43,30.16,4.6,13,5.3,67,61.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-23
2,83,55,50,59.0,0540,1748,0.0,29.49,30.15,5.9,12,6.4,69,61.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-23
1,90,68,63,68.0,0541,1746,0.0,29.27,29.99,11.4,19,11.9,79,61.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-24
2,91,71,62,69.0,0541,1746,0.0,29.34,29.98,10.0,19,10.5,81,61.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-24
1,85,63,65,69.0,0542,1744,0.27,29.23,29.95,7.9,23,10.5,74,61.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,2007-09-25
2,83,67,66,69.0,0542,1744,0.01,29.29,29.93,7.3,23,9.4,75,61.0,14.0,1,0,1,0,0,0,0,0,0,0,0,0,2007-09-25
1,69,53,50,55.0,0543,1742,0.09,29.31,30.03,4.3,1,6.6,61,60.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-09-26
2,68,55,51,56.0,0543,1742,0.14,29.37,30.02,4.8,2,7.3,62,60.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-09-26
1,75,49,49,55.0,0544,1741,1e-06,29.26,29.97,4.9,24,6.5,62,60.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,2007-09-27
2,74,52,49,55.0,0544,1741,1e-06,29.31,29.97,4.5,25,5.8,63,60.0,3.0,1,1,0,0,0,1,0,0,0,0,0,1,2007-09-27
1,73,53,46,53.0,0545,1739,0.0,29.47,30.17,2.3,4,7.1,63,59.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-28
2,73,53,46,54.0,0545,1739,0.0,29.52,30.16,3.1,7,6.6,63,59.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-28
1,80,50,46,55.0,0546,1737,0.0,29.5,30.23,9.5,17,9.8,65,59.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-29
2,82,52,45,55.0,0546,1737,0.0,29.57,30.23,8.4,17,8.8,67,59.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-29
1,83,59,49,59.0,0547,1735,0.14,29.36,30.1,14.4,19,14.6,71,59.0,12.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-09-30
2,84,61,48,59.0,0547,1735,0.14,29.44,30.1,12.9,19,13.2,73,59.0,14.0,1,1,1,0,0,0,0,0,0,0,0,0,2007-09-30
1,69,59,59,61.0,0548,1734,0.29,29.28,30.0,6.1,22,8.1,64,58.0,6.0,1,1,0,0,0,1,1,0,1,0,0,1,2007-10-01
2,68,59,59,61.0,0548,1734,0.17,29.35,30.0,7.9,21,8.9,64,58.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-10-01
1,78,57,59,63.0,0549,1732,0.09,29.18,29.92,10.8,19,11.1,68,58.0,10.0,1,1,0,0,0,1,1,0,0,0,1,0,2007-10-02
2,80,59,59,63.0,0549,1732,0.11,29.25,29.92,10.0,19,10.3,70,58.0,12.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-10-02
1,74,55,48,56.0,0550,1730,0.0,29.28,29.98,5.9,26,7.1,65,57.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-03
2,74,56,47,56.0,0550,1730,1e-06,29.34,29.97,4.8,25,7.1,65,57.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-03
1,82,51,56,61.0,0552,1729,0.0,29.34,30.04,3.9,17,4.6,67,57.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,2007-10-04
2,83,56,56,62.0,0552,1729,0.0,29.39,30.03,4.6,17,5.9,70,57.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-04
1,84,62,65,68.0,0553,1727,0.0,29.36,30.08,7.0,17,7.0,73,57.0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,2007-10-05
2,85,68,65,69.0,0553,1727,0.06,29.42,30.06,6.8,18,7.0,77,57.0,20.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-10-05
1,87,69,67,70.0,0554,1725,0.0,29.33,30.04,6.9,20,7.4,78,56.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-06
2,88,71,66,71.0,0554,1725,0.0,29.39,30.03,6.4,21,6.7,80,56.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-06
1,87,67,66,70.0,0555,1724,0.0,29.31,30.03,5.2,19,5.9,77,56.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-07
2,88,70,65,70.0,0555,1724,0.0,29.38,30.01,5.3,19,5.9,79,56.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-07
1,87,60,61,66.0,0556,1722,0.0,29.23,29.93,7.7,24,10.1,74,56.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-08
2,88,62,60,66.0,0556,1722,0.0,29.28,29.92,7.3,24,9.9,75,56.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-08
1,76,49,44,53.0,0557,1720,0.0,29.21,29.94,11.5,28,12.8,63,55.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-09
2,77,50,44,53.0,0557,1720,0.0,29.27,29.93,12.1,28,13.3,64,55.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-09
1,54,47,38,44.0,0558,1719,1e-06,29.21,29.93,15.1,31,15.5,51,55.0,-4.0,1,0,0,0,0,0,0,0,1,0,0,0,2007-10-10
2,53,47,37,44.0,0558,1719,1e-06,29.26,29.93,14.4,31,14.6,50,55.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-10
1,54,46,39,45.0,0559,1717,0.0,29.28,30.01,11.9,36,12.9,50,54.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-11
2,56,48,39,45.0,0559,1717,0.0,29.34,30.0,14.6,36,15.5,52,54.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-11
1,56,41,35,43.0,0600,1715,0.0,29.28,30.02,3.4,35,4.6,49,54.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-12
2,57,45,35,43.0,0600,1715,0.0,29.34,30.02,2.8,36,5.4,51,54.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-12
1,59,40,41,47.0,0602,1714,0.0,29.31,30.04,2.7,20,3.5,50,53.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-13
2,59,44,40,47.0,0602,1714,0.0,29.38,30.04,3.6,21,4.7,52,53.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-13
1,61,53,49,53.0,0603,1712,0.15,29.34,30.06,5.6,11,6.6,57,53.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-10-14
2,63,55,47,52.0,0603,1712,0.01,29.4,30.06,5.7,12,6.0,59,53.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-10-14
1,74,51,52,57.0,0604,1711,0.07,29.21,29.95,4.1,14,5.6,63,53.0,10.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-10-15
2,77,55,50,57.0,0604,1711,0.04,29.26,29.94,6.6,16,6.9,66,53.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,2007-10-15
1,67,52,54,57.0,0605,1709,0.24,29.16,29.88,6.4,21,7.5,60,52.0,8.0,1,1,0,0,0,0,0,0,1,0,0,0,2007-10-16
2,68,56,55,58.0,0605,1709,0.19,29.23,29.88,6.5,21,7.3,62,52.0,10.0,1,1,0,0,0,0,0,0,0,0,0,0,2007-10-16
