Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,YMD,PIPIENS,RESTUANS,SALINARIUS,TERRITANS,Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,Days_Since_Spray,Dist_to_Closest_Spray,Week,DaylightMinutes
CULEX RESTUANS,37,T218,41.948167,-87.730698,8,1,0,2007-06-05 00:00:00,0,1,0,0,2,63,51,47,52.0,1900-01-01 04:17:00,1900-01-01 19:23:00,0.27,29.16,29.78,6.2,3,8.1,57,65.0,-8.0,1,1,0,0,0,0,0,0,0,0,0,0,720,1.5,23,906
CULEX RESTUANS,45,T220,41.963976,-87.69181,9,1,0,2007-06-05 00:00:00,0,1,0,0,2,63,51,47,52.0,1900-01-01 04:17:00,1900-01-01 19:23:00,0.27,29.16,29.78,6.2,3,8.1,57,65.0,-8.0,1,1,0,0,0,0,0,0,0,0,0,0,720,1.5,23,906
CULEX PIPIENS/RESTUANS,41,T002,41.95469,-87.800991,9,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,41,T002,41.95469,-87.800991,9,4,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX SALINARIUS,41,T002,41.95469,-87.800991,9,1,0,2007-06-26 00:00:00,0,0,1,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,62,T007,41.994991,-87.769279,9,1,0,2007-06-26 00:00:00,1,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX RESTUANS,62,T007,41.994991,-87.769279,9,4,0,2007-06-26 00:00:00,0,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX RESTUANS,79,T015,41.974089,-87.824812,8,1,0,2007-06-26 00:00:00,0,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,15,T045,41.9216,-87.666455,8,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,15,T045,41.9216,-87.666455,8,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,25,T046,41.891118,-87.654491,8,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,25,T046,41.891118,-87.654491,8,6,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,11,T048,41.867108,-87.654224,8,2,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,11,T049,41.896282,-87.655232,8,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,21,T050,41.919343,-87.694259,8,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,22,T086,41.688324,-87.676709,8,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,22,T086,41.688324,-87.676709,8,2,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,22,T096,41.731922,-87.677512,8,5,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,53,T129,41.891126,-87.61156,5,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,53,T129,41.891126,-87.61156,5,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,65,T143,41.999129,-87.795585,8,1,0,2007-06-26 00:00:00,1,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX RESTUANS,65,T143,41.999129,-87.795585,8,1,0,2007-06-26 00:00:00,0,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,75,T148,42.01743,-87.687769,8,2,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,75,T148,42.01743,-87.687769,8,2,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,36,T011,41.944869,-87.832763,8,2,0,2007-06-26 00:00:00,1,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX RESTUANS,36,T011,41.944869,-87.832763,8,4,0,2007-06-26 00:00:00,0,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,72,T016,42.011601,-87.811506,8,2,0,2007-06-26 00:00:00,1,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX RESTUANS,72,T016,42.011601,-87.811506,8,2,0,2007-06-26 00:00:00,0,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX RESTUANS,38,T019,41.94983,-87.698457,9,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,49,T025,41.979243,-87.750938,9,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,58,T028,41.986921,-87.689778,9,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,58,T028,41.986921,-87.689778,9,9,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,14,T033,41.906638,-87.701431,9,2,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,14,T033,41.906638,-87.701431,9,3,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,11,T090,41.868077,-87.666901,9,10,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,11,T090,41.868077,-87.666901,9,19,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS,11,T090,41.868077,-87.666901,9,1,0,2007-06-26 00:00:00,1,0,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,42,T135,41.662014,-87.724608,8,20,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,42,T135,41.662014,-87.724608,8,25,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS,42,T135,41.662014,-87.724608,8,6,0,2007-06-26 00:00:00,1,0,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,53,T141,41.961743,-87.76007,9,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,53,T141,41.961743,-87.76007,9,3,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,40,T142,41.953067,-87.776792,8,4,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,43,T145,41.878114,-87.629798,3,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,42,T146,41.958271,-87.702575,9,6,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,28,T147,41.932094,-87.700117,8,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,18,T150,42.006858,-87.675919,9,2,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,70,T151,41.916265,-87.800515,8,3,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,70,T151,41.916265,-87.800515,8,6,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,35,T158,41.682587,-87.707973,9,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,35,T158,41.682587,-87.707973,9,4,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,45,T220,41.963976,-87.69181,9,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,40,T001,41.953705,-87.733974,8,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,46,T003,41.964242,-87.757639,8,2,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,60,T006,41.990284,-87.797127,8,1,0,2007-06-26 00:00:00,1,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX RESTUANS,60,T006,41.990284,-87.797127,8,1,0,2007-06-26 00:00:00,0,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX RESTUANS,70,T008,42.008314,-87.777921,9,2,0,2007-06-26 00:00:00,0,1,0,0,1,92,70,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,0.16,29.39,30.11,6.1,22,7.1,81,71.0,10.0,1,1,1,1,0,0,0,0,0,1,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,61,T012,41.991429,-87.747113,8,2,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,27,T034,41.843811,-87.686763,9,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,68,T037,41.921177,-87.79518,8,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,21,T040,41.852652,-87.719887,8,5,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,21,T040,41.852652,-87.719887,8,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,30,T043,41.857402,-87.694991,8,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,11,T047,41.868142,-87.696269,9,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,11,T047,41.868142,-87.696269,9,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,25,T051,41.846283,-87.656913,9,1,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,10,T085,41.721474,-87.648064,8,2,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS,10,T088,41.869107,-87.696293,9,1,0,2007-06-26 00:00:00,1,0,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,96,T161,41.719059,-87.675088,9,3,0,2007-06-26 00:00:00,1,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,96,T161,41.719059,-87.675088,9,5,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX RESTUANS,18,T219,41.966987,-87.674677,8,1,0,2007-06-26 00:00:00,0,1,0,0,2,91,73,69,72.0,1900-01-01 04:18:00,1900-01-01 19:31:00,1e-06,29.45,30.09,7.3,21,8.1,82,71.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,720,1.5,26,913
CULEX PIPIENS/RESTUANS,41,T002,41.95469,-87.800991,9,2,0,2007-06-29 00:00:00,1,1,0,0,2,71,56,56,60.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.47,30.11,7.4,2,8.2,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX PIPIENS/RESTUANS,79,T015,41.974089,-87.824812,8,1,0,2007-06-29 00:00:00,1,1,0,0,1,70,56,55,59.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.41,30.13,7.6,2,8.3,63,71.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX RESTUANS,79,T015,41.974089,-87.824812,8,2,0,2007-06-29 00:00:00,0,1,0,0,1,70,56,55,59.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.41,30.13,7.6,2,8.3,63,71.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX RESTUANS,25,T046,41.891118,-87.654491,8,2,0,2007-06-29 00:00:00,0,1,0,0,2,71,56,56,60.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.47,30.11,7.4,2,8.2,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX PIPIENS/RESTUANS,22,T054,41.921965,-87.632085,8,3,0,2007-06-29 00:00:00,1,1,0,0,2,71,56,56,60.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.47,30.11,7.4,2,8.2,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX RESTUANS,22,T086,41.688324,-87.676709,8,2,0,2007-06-29 00:00:00,0,1,0,0,2,71,56,56,60.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.47,30.11,7.4,2,8.2,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX PIPIENS,22,T086,41.688324,-87.676709,8,1,0,2007-06-29 00:00:00,1,0,0,0,2,71,56,56,60.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.47,30.11,7.4,2,8.2,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX PIPIENS/RESTUANS,11,T091,41.862292,-87.64886,8,1,0,2007-06-29 00:00:00,1,1,0,0,2,71,56,56,60.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.47,30.11,7.4,2,8.2,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX RESTUANS,22,T096,41.731922,-87.677512,8,1,0,2007-06-29 00:00:00,0,1,0,0,2,71,56,56,60.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.47,30.11,7.4,2,8.2,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX RESTUANS,65,T143,41.999129,-87.795585,8,3,0,2007-06-29 00:00:00,0,1,0,0,1,70,56,55,59.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.41,30.13,7.6,2,8.3,63,71.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX PIPIENS/RESTUANS,75,T148,42.01743,-87.687769,8,2,0,2007-06-29 00:00:00,1,1,0,0,2,71,56,56,60.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.47,30.11,7.4,2,8.2,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX RESTUANS,75,T148,42.01743,-87.687769,8,2,0,2007-06-29 00:00:00,0,1,0,0,2,71,56,56,60.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.47,30.11,7.4,2,8.2,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX RESTUANS,15,T153,41.907645,-87.760886,8,1,0,2007-06-29 00:00:00,0,1,0,0,2,71,56,56,60.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.47,30.11,7.4,2,8.2,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
CULEX PIPIENS/RESTUANS,72,T016,42.011601,-87.811506,8,2,0,2007-06-29 00:00:00,1,1,0,0,1,70,56,55,59.0,1900-01-01 04:19:00,1900-01-01 19:31:00,0.0,29.41,30.13,7.6,2,8.3,63,71.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,26,912
