Species,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,YMD
CULEX PIPIENS/RESTUANS,41.921177,-87.79518,8,2,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.857402,-87.694991,8,20,0,2007-07-11
CULEX RESTUANS,41.857402,-87.694991,8,5,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.868142,-87.696269,9,2,0,2007-07-11
CULEX PIPIENS,41.868142,-87.696269,9,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.721474,-87.648064,8,15,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.869107,-87.696293,9,5,0,2007-07-11
CULEX RESTUANS,41.869107,-87.696293,9,4,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.719059,-87.675088,9,17,0,2007-07-11
CULEX RESTUANS,41.719059,-87.675088,9,4,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.923738,-87.785288,9,2,0,2007-07-11
CULEX RESTUANS,41.923738,-87.785288,9,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.970248,-87.787992,8,3,0,2007-07-11
CULEX RESTUANS,41.970248,-87.787992,8,4,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.89923,-87.716788,9,6,0,2007-07-11
CULEX RESTUANS,41.89923,-87.716788,9,4,0,2007-07-11
CULEX PIPIENS,41.89923,-87.716788,9,5,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.692555,-87.598865,8,4,0,2007-07-11
CULEX RESTUANS,41.692555,-87.598865,8,1,0,2007-07-11
CULEX PIPIENS,41.692555,-87.598865,8,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.903002,-87.688267,8,16,0,2007-07-11
CULEX PIPIENS,41.903002,-87.688267,8,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.962728,-87.748367,9,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.836644,-87.677737,8,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.837085,-87.729384,9,2,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.911824,-87.726737,9,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.823065,-87.678378,8,1,0,2007-07-11
CULEX PIPIENS,41.823065,-87.678378,8,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.801179,-87.679447,8,3,0,2007-07-11
CULEX PIPIENS,41.801179,-87.679447,8,1,0,2007-07-11
CULEX PIPIENS,41.800737,-87.71188,8,2,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.778297,-87.752411,9,22,0,2007-07-11
CULEX PIPIENS,41.778297,-87.752411,9,2,0,2007-07-11
CULEX TERRITANS,41.778297,-87.752411,9,2,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.77166,-87.703047,8,4,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.759346,-87.745602,9,9,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.768388,-87.678649,8,10,0,2007-07-11
CULEX RESTUANS,41.768388,-87.678649,8,3,0,2007-07-11
CULEX RESTUANS,41.768388,-87.678649,8,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.797616,-87.797894,8,2,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.781416,-87.776532,8,2,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.773215,-87.60088,8,2,0,2007-07-11
CULEX RESTUANS,41.773215,-87.60088,8,3,0,2007-07-11
CULEX RESTUANS,41.822536,-87.666343,9,11,0,2007-07-11
CULEX SALINARIUS,41.799282,-87.585487,8,1,0,2007-07-11
CULEX RESTUANS,41.794781,-87.615989,8,18,0,2007-07-11
CULEX RESTUANS,41.778748,-87.586427,8,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.766202,-87.562889,9,6,0,2007-07-11
CULEX RESTUANS,41.766202,-87.562889,9,6,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.754676,-87.612922,9,2,0,2007-07-11
CULEX RESTUANS,41.754676,-87.612922,9,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.821582,-87.627796,9,11,0,2007-07-11
CULEX RESTUANS,41.821582,-87.627796,9,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.803423,-87.642984,8,4,0,2007-07-11
CULEX RESTUANS,41.803423,-87.642984,8,4,0,2007-07-11
CULEX PIPIENS,41.803423,-87.642984,8,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.754292,-87.590773,9,2,0,2007-07-11
CULEX RESTUANS,41.754292,-87.590773,9,7,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.798697,-87.736812,8,5,0,2007-07-11
CULEX RESTUANS,41.798697,-87.736812,8,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.776156,-87.778927,9,1,0,2007-07-11
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,7,0,2007-07-18
CULEX RESTUANS,41.95469,-87.800991,9,2,0,2007-07-18
CULEX PIPIENS,41.95469,-87.800991,9,4,0,2007-07-18
CULEX RESTUANS,41.994991,-87.769279,9,3,0,2007-07-18
CULEX PIPIENS,41.994991,-87.769279,9,3,0,2007-07-18
CULEX RESTUANS,41.974089,-87.824812,8,1,0,2007-07-18
CULEX PIPIENS,41.974089,-87.824812,8,4,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.9216,-87.666455,8,12,0,2007-07-18
CULEX PIPIENS,41.9216,-87.666455,8,4,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.891118,-87.654491,8,29,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.891118,-87.654491,8,1,0,2007-07-18
CULEX RESTUANS,41.891118,-87.654491,8,8,0,2007-07-18
CULEX PIPIENS,41.891118,-87.654491,8,34,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,8,1,0,2007-07-18
CULEX RESTUANS,41.867108,-87.654224,8,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.896282,-87.655232,8,3,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.919343,-87.694259,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,3,0,2007-07-18
CULEX RESTUANS,41.921965,-87.632085,8,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.688324,-87.676709,8,5,0,2007-07-18
CULEX RESTUANS,41.688324,-87.676709,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.862292,-87.64886,8,1,0,2007-07-18
CULEX PIPIENS,41.862292,-87.64886,8,1,0,2007-07-18
CULEX RESTUANS,41.891126,-87.61156,5,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.999129,-87.795585,8,1,0,2007-07-18
CULEX RESTUANS,41.999129,-87.795585,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,42.01743,-87.687769,8,2,0,2007-07-18
CULEX RESTUANS,42.01743,-87.687769,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.907645,-87.760886,8,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,8,3,0,2007-07-18
CULEX RESTUANS,41.944869,-87.832763,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,42.011601,-87.811506,8,15,0,2007-07-18
CULEX PIPIENS/RESTUANS,42.011601,-87.811506,8,19,0,2007-07-18
CULEX RESTUANS,42.011601,-87.811506,8,7,0,2007-07-18
CULEX RESTUANS,41.94983,-87.698457,9,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.979243,-87.750938,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.979243,-87.750938,9,2,0,2007-07-18
CULEX RESTUANS,41.986921,-87.689778,9,2,0,2007-07-18
CULEX RESTUANS,41.986921,-87.689778,9,1,0,2007-07-18
CULEX PIPIENS,41.986921,-87.689778,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,9,2,0,2007-07-18
CULEX PIPIENS,41.801498,-87.763416,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.906638,-87.701431,9,4,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.961743,-87.76007,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.953067,-87.776792,8,3,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.958271,-87.702575,9,7,0,2007-07-18
CULEX PIPIENS,41.958271,-87.702575,9,2,0,2007-07-18
CULEX SALINARIUS,41.958271,-87.702575,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.932094,-87.700117,8,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,42.006858,-87.675919,9,1,0,2007-07-18
CULEX RESTUANS,42.006858,-87.675919,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,8,11,0,2007-07-18
CULEX RESTUANS,41.916265,-87.800515,8,1,0,2007-07-18
CULEX PIPIENS,41.916265,-87.800515,8,1,0,2007-07-18
CULEX RESTUANS,41.846075,-87.716277,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.948167,-87.730698,8,1,0,2007-07-18
CULEX RESTUANS,41.948167,-87.730698,8,1,0,2007-07-18
CULEX PIPIENS,41.948167,-87.730698,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.963976,-87.69181,9,1,0,2007-07-18
CULEX PIPIENS,41.963976,-87.69181,9,1,0,2007-07-18
CULEX PIPIENS,41.953705,-87.733974,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.964242,-87.757639,8,1,0,2007-07-18
CULEX PIPIENS,41.964242,-87.757639,8,1,0,2007-07-18
CULEX RESTUANS,41.990284,-87.797127,8,3,0,2007-07-18
CULEX PIPIENS/RESTUANS,42.008314,-87.777921,9,9,0,2007-07-18
CULEX RESTUANS,42.008314,-87.777921,9,1,0,2007-07-18
CULEX PIPIENS,42.008314,-87.777921,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.921177,-87.79518,8,1,0,2007-07-18
CULEX PIPIENS,41.921177,-87.79518,8,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.857402,-87.694991,8,1,0,2007-07-18
CULEX RESTUANS,41.868142,-87.696269,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.846283,-87.656913,9,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.923738,-87.785288,9,2,0,2007-07-18
CULEX RESTUANS,41.970248,-87.787992,8,3,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.89923,-87.716788,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.89923,-87.716788,9,10,0,2007-07-18
CULEX RESTUANS,41.89923,-87.716788,9,5,0,2007-07-18
CULEX PIPIENS,41.89923,-87.716788,9,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.692555,-87.598865,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.94016,-87.794896,9,1,0,2007-07-18
CULEX RESTUANS,41.94016,-87.794896,9,1,0,2007-07-18
CULEX RESTUANS,41.960616,-87.777189,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.883284,-87.705085,8,1,0,2007-07-18
CULEX RESTUANS,41.883284,-87.705085,8,1,0,2007-07-18
CULEX RESTUANS,41.883284,-87.705085,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.836644,-87.677737,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.837085,-87.729384,9,1,0,2007-07-18
CULEX RESTUANS,41.837085,-87.729384,9,2,0,2007-07-18
CULEX RESTUANS,41.837085,-87.729384,9,1,0,2007-07-18
CULEX PIPIENS,41.837085,-87.729384,9,1,0,2007-07-18
CULEX SALINARIUS,41.837085,-87.729384,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.911824,-87.726737,9,2,0,2007-07-18
CULEX RESTUANS,41.823065,-87.678378,8,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.801179,-87.679447,8,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.800737,-87.71188,8,7,0,2007-07-18
CULEX RESTUANS,41.800737,-87.71188,8,4,0,2007-07-18
CULEX PIPIENS,41.800737,-87.71188,8,7,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.778297,-87.752411,9,2,0,2007-07-18
CULEX PIPIENS,41.778297,-87.752411,9,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.82561,-87.726549,9,1,0,2007-07-18
CULEX PIPIENS,41.82561,-87.726549,9,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-18
CULEX RESTUANS,41.726465,-87.585413,5,26,0,2007-07-18
CULEX RESTUANS,41.726465,-87.585413,5,50,0,2007-07-18
CULEX SALINARIUS,41.726465,-87.585413,5,2,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,5,27,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,5,15,0,2007-07-18
CULEX RESTUANS,41.678618,-87.559308,5,1,0,2007-07-18
CULEX RESTUANS,41.678618,-87.559308,5,3,0,2007-07-18
CULEX PIPIENS,41.678618,-87.559308,5,1,0,2007-07-18
CULEX TERRITANS,41.678618,-87.559308,5,3,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.737052,-87.543067,5,3,0,2007-07-18
CULEX RESTUANS,41.737052,-87.543067,5,1,0,2007-07-18
CULEX PIPIENS,41.737052,-87.543067,5,1,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,5,9,0,2007-07-18
CULEX RESTUANS,41.740641,-87.546587,5,4,0,2007-07-18
CULEX PIPIENS,41.740641,-87.546587,5,3,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,50,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,50,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,2,0,2007-07-18
CULEX RESTUANS,41.680946,-87.535198,8,12,0,2007-07-18
CULEX PIPIENS,41.680946,-87.535198,8,26,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.686398,-87.531635,8,13,0,2007-07-18
CULEX PIPIENS/RESTUANS,41.686398,-87.531635,8,50,1,2007-07-18
CULEX RESTUANS,41.686398,-87.531635,8,1,0,2007-07-18
CULEX PIPIENS,41.686398,-87.531635,8,21,0,2007-07-18
CULEX PIPIENS,41.862292,-87.64886,8,2,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.878114,-87.629798,3,1,0,2007-07-19
CULEX RESTUANS,41.994469,-87.667736,8,1,0,2007-07-19
CULEX RESTUANS,41.868142,-87.696269,9,1,0,2007-07-19
CULEX PIPIENS,41.970248,-87.787992,8,1,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.836644,-87.677737,8,3,0,2007-07-19
CULEX PIPIENS,41.801179,-87.679447,8,1,0,2007-07-19
CULEX SALINARIUS,41.800737,-87.71188,8,1,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.778297,-87.752411,9,8,0,2007-07-19
CULEX RESTUANS,41.77166,-87.703047,8,2,0,2007-07-19
CULEX PIPIENS,41.781416,-87.776532,8,1,0,2007-07-19
CULEX RESTUANS,41.822536,-87.666343,9,1,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.798697,-87.736812,8,7,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.82561,-87.726549,9,11,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,7,0,2007-07-19
CULEX RESTUANS,41.726465,-87.585413,5,25,0,2007-07-19
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-19
CULEX TERRITANS,41.726465,-87.585413,5,4,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,5,21,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,5,32,0,2007-07-19
CULEX RESTUANS,41.678618,-87.559308,5,1,0,2007-07-19
CULEX PIPIENS,41.678618,-87.559308,5,7,0,2007-07-19
CULEX PIPIENS,41.678618,-87.559308,5,2,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.737052,-87.543067,5,2,0,2007-07-19
CULEX PIPIENS,41.737052,-87.543067,5,1,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,5,1,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,5,9,0,2007-07-19
CULEX RESTUANS,41.740641,-87.546587,5,1,0,2007-07-19
CULEX PIPIENS,41.740641,-87.546587,5,7,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,21,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,50,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,50,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,50,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,50,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,50,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,50,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,47,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,50,0,2007-07-19
CULEX RESTUANS,41.680946,-87.535198,8,6,0,2007-07-19
CULEX PIPIENS,41.680946,-87.535198,8,14,0,2007-07-19
CULEX TERRITANS,41.680946,-87.535198,8,1,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.686398,-87.531635,8,32,0,2007-07-19
CULEX RESTUANS,41.686398,-87.531635,8,1,0,2007-07-19
CULEX PIPIENS,41.686398,-87.531635,8,3,0,2007-07-19
CULEX TERRITANS,41.686398,-87.531635,8,1,0,2007-07-19
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,1,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,44,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,1,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,1,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,23,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,20,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,13,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,1,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,1,2007-07-25
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25
CULEX SALINARIUS,41.673408,-87.599862,5,1,0,2007-07-25
CULEX TERRITANS,41.673408,-87.599862,5,1,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,17,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,46,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,48,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,10,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,42,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.729669,-87.582699,5,2,0,2007-07-25
CULEX PIPIENS,41.729669,-87.582699,5,1,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.704572,-87.565666,8,50,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.704572,-87.565666,8,33,0,2007-07-25
CULEX RESTUANS,41.704572,-87.565666,8,11,0,2007-07-25
CULEX PIPIENS,41.704572,-87.565666,8,10,0,2007-07-25
CULEX PIPIENS,41.704572,-87.565666,8,45,0,2007-07-25
CULEX SALINARIUS,41.704572,-87.565666,8,2,0,2007-07-25
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,23,0,2007-07-27
CULEX RESTUANS,41.95469,-87.800991,9,11,0,2007-07-27
CULEX PIPIENS,41.95469,-87.800991,9,1,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.994991,-87.769279,9,1,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.974089,-87.824812,8,1,0,2007-07-27
CULEX RESTUANS,41.974089,-87.824812,8,1,0,2007-07-27
CULEX RESTUANS,41.974089,-87.824812,8,2,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.9216,-87.666455,8,5,0,2007-07-27
CULEX RESTUANS,41.9216,-87.666455,8,1,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.891118,-87.654491,8,13,0,2007-07-27
CULEX RESTUANS,41.891118,-87.654491,8,5,0,2007-07-27
CULEX PIPIENS,41.891118,-87.654491,8,3,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,8,2,0,2007-07-27
CULEX RESTUANS,41.867108,-87.654224,8,1,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.896282,-87.655232,8,6,0,2007-07-27
CULEX RESTUANS,41.896282,-87.655232,8,2,0,2007-07-27
CULEX RESTUANS,41.921965,-87.632085,8,1,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.891126,-87.61156,5,1,0,2007-07-27
CULEX RESTUANS,41.999129,-87.795585,8,1,0,2007-07-27
CULEX PIPIENS/RESTUANS,42.01743,-87.687769,8,2,0,2007-07-27
CULEX RESTUANS,42.01743,-87.687769,8,2,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.981964,-87.812827,8,1,0,2007-07-27
CULEX RESTUANS,41.981964,-87.812827,8,1,0,2007-07-27
CULEX PIPIENS,41.981964,-87.812827,8,1,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,8,6,0,2007-07-27
CULEX RESTUANS,41.944869,-87.832763,8,5,0,2007-07-27
CULEX PIPIENS/RESTUANS,42.011601,-87.811506,8,4,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.979243,-87.750938,9,1,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,9,1,0,2007-07-27
CULEX RESTUANS,41.986921,-87.689778,9,2,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,9,1,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.961743,-87.76007,9,4,0,2007-07-27
CULEX RESTUANS,41.961743,-87.76007,9,3,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.953067,-87.776792,8,3,0,2007-07-27
CULEX RESTUANS,41.953067,-87.776792,8,1,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.878114,-87.629798,3,4,0,2007-07-27
CULEX RESTUANS,41.878114,-87.629798,3,2,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.958271,-87.702575,9,6,0,2007-07-27
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,8,5,0,2007-07-27
CULEX RESTUANS,41.916265,-87.800515,8,2,0,2007-07-27
